	Rumpun Ilmu	Rumpun Ilmu (Bahasa Inggris)	Pohon Ilmu	Pohon Ilmu (Bahasa Inggris)	Cabang Ilmu	Cabang Ilmu (Bahasa Inggris)
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KESEHATAN-KESEHATAN	HEALTH-HEALTH	ANESTESIOLOGI DAN TERAPI INTENSIF	ANESTHESIOLOGY AND INTENSIVE THERAPY
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KESEHATAN-KESEHATAN	HEALTH-HEALTH	ADMINISTRASI KESEHATAN	HEALTH ADMINISTRATION
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KESEHATAN-KESEHATAN	HEALTH-HEALTH	BEDAH	SURGERY
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KESEHATAN-KESEHATAN	HEALTH-HEALTH	BEDAH ANAK	PEDIATRIC SURGERY
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KESEHATAN-KESEHATAN MASYARAKAT	HEALTH-PUBLIC HEALTH	KESEHATAN MASYARAKAT	PUBLIC HEALTH
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KESEHATAN-KESEHATAN MASYARAKAT	HEALTH-PUBLIC HEALTH	KESEHATAN LINGKUNGAN	ENVIRONMENTAL HEALTH
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KESEHATAN-KESEHATAN MASYARAKAT	HEALTH-PUBLIC HEALTH	EPIDEMIOLOGI	EPIDEMIOLOGY
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KESEHATAN-KESEHATAN MASYARAKAT	HEALTH-PUBLIC HEALTH	PENGAWASAN EPIDEMIOLOGI	EPIDEMIOLOGIC SURVEILLANCE
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	PERIKLANAN	ADVERTISING
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	PENYIARAN	BROADCAST JOURNALISM
26	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	PENERBITAN	PUBLISHING
27	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	MEDIA DAN KOMUNIKASI	MEDIA AND COMMUNICATION
28	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	KOMUNIKASI MASSA	MASS COMMUNICATION
29	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	JURNALISTIK MODE	FASHION JOURNALISM
30	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	MANAJEMEN KOMUNIKASI	COMMUNICATION MANAGEMENT
31	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	KOMUNIKASI PEMBANGUNAN	DEVELOPMENT COMMUNICATION
32	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	KAJIAN FILM, TELEVISI, DAN MEDIA	FILM, TELEVISION, AND MEDIA STUDIES
33	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	JURNALISTIK	JOURNALISM
34	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION SCIENCE
35	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	HUBUNGAN MASYARAKAT	PUBLIC RELATIONS
36	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	KOMUNIKASI-ILMU ATAU SAINS KOMUNIKASI	COMMUNICATION-COMMUNICATION SCIENCE	PRODUKSI MEDIA	MEDIA PRODUCTION
37	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	PENGELOLAAN SUMBERDAYA ALAM DAN LINGKUNGAN	NATURAL AND ENVIRONMENTAL RESOURCES MANAGEMENT
38	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	MANAJEMEN ATAU PENGELOLAAN SUMBER DAYA LAHAN	LAND RESOURCES MANAGEMENT
39	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	MANAJEMEN ATAU PENGELOLAAN SUMBER DAYA HAYATI	BIO RESOURCES MANAGEMENT
40	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	MANAJEMEN ATAU PENGELOLAAN DAERAH ALIRAN SUNGAI	WATERSHED MANAGEMENT
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	MANAJEMEN ATAU PENGELOLAAN SUMBER DAYA LAHAN KERING	UPLAND RESOURCES MANAGEMENT
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENTAL SCIENCE
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	SAINS KEBERLANJUTAN	SUSTAINABILITY SCIENCE
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	STUDI LINGKUNGAN	ENVIRONMENTAL STUDIES
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	MANAJEMEN ATAU PENGELOLAAN LINGKUNGAN	ENVIRONMENTAL MANAGEMENT
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU ATAU SAINS LINGKUNGAN	ENVIRONMENT-ENVIRONMENTAL SCIENCE	STUDI LINGKUNGAN DAN PERKOTAAN	ENVIRONMENTAL AND URBAN STUDIES
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU LINGKUNGAN	ENVIRONMENT-ENVIRONMENT SCIENCE	PENGELOLAAN SUMBER DAYA LAHAN	LAND RESOURCE MANAGEMENT
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-ILMU LINGKUNGAN	ENVIRONMENT-ENVIRONMENT SCIENCE	PENGELOLAAN LINGKUNGAN	ENVIRONMENTAL MANAGEMENT
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	KEHUTANAN	FORESTRY
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	BUDI DAYA TANAMAN HUTAN	FOREST PLANTATION
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	TEKNOLOGI PRODUK KAYU	WOOD PRODUCT TECHNOLOGY
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	TEKNOLOGI HASIL HUTAN	FORESTRY PRODUCT TECHNOLOGY
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	SILVIKULTUR TROPIKA	TROPICAL SILVICULTURE
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	REKAYASA KAYU	WOOD ENGINEERING
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	PENGOLAHAN HASIL HUTAN	FOREST PRODUCT PROCESSING TECHNOLOGY
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	PENGELOLAAN HUTAN ALAM PRODUKSI	NATURAL FOREST PRODUCTION MANAGEMENT
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	PENGELOLAAN HUTAN	FORESTRY MANAGEMENT
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	SILVIKULTUR	SILVICULTURE
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	REKAYASA KEHUTANAN	FORESTRY ENGINEERING
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	PERTUKANGAN KAYU	CARPENTARY
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	PENGOLAHAN BAHAN KAYU	WOOD PROCESSING
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	PENGELOLAAN HASIL HUTAN	FORESTRY PRODUCT MANAGEMENT
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	LINGKUNGAN-KEHUTANAN	ENVIRONMENT-FORESTRY	MANAJEMEN ATAU PENGELOLAAN HUTAN	FORESTRY MANAGEMENT
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	TEKNOLOGI REKAYASA ELEKTRONIKA TNI ANGKATAN UDARA	INDONESIAN-AIR FORCE ELECTRONICS ENGINEERING TECHNOLOGY
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	TEKNOLOGI REKAYASA MILITER ANGKATAN LAUT	NAVAL ENGINEERING TECHNOLOGY
26	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	PERTAHANAN TNI ANGKATAN LAUT	INDONESIAN NAVY DEFENSE
27	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	MANAJEMEN INDUSTRI TNI ANGKATAN UDARA	INDONESIAN-AIR FORCE INDUSTRIAL MANAGEMENT
28	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	TEKNOLOGI REKAYASA AERONAUTIKA TNI ANGKATAN UDARA	INDONESIAN-AIR FORCE AERONAUTICS ENGINEERING TECHNOLOGY
29	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	TEKNIK ATAU REKAYASA MILITER	MILITARY ENGINEERING
30	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	TEKNOLOGI REKAYASA MILITER ANGKATAN UDARA	AIR FORCE ENGINEERING TECHNOLOGY
31	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	PERTAHANAN TNI ANGKATAN DARAT	INDONESIAN ARMY DEFENSE
32	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	PERTAHANAN TNI ANGKATAN UDARA	INDONESIAN AIR FORCE DEFENSE
33	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	TEKNOLOGI REKAYASA PERSENJATAAN MILITER	MILITARY WEAPONS ENGINEERING TECHNOLOGY
34	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	TEKNOLOGI REKAYASA MILITER ANGKATAN DARAT	ARMY ENGINEERING TECHNOLOGY
35	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	MILITER-ILMU ATAU SAINS MILITER	MILITARY-MILITARY SCIENCE	ILMU ATAU SAINS MILITER	MILITARY SCIENCE
36	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	SENI PENGOLAHAN PATISERI	BAKING AND PASTRY ARTS
37	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	DIVISI KAMAR	ROOMS DIVISION
38	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	EKOWISATA LAUT	MARINE ECOTOURISM
39	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	LAYANAN HOTEL TERAPUNG	CRUISE LINE SERVICES
40	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	LAYANAN KATERING	CATERING SERVICES
41	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	LAYANAN MAKANAN DAN MINUMAN	FOOD AND BEVERAGE SERVICES
42	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	OPERASIONALISASI DIVISI KAMAR	OPERASIONALIZATION OF ROOMS DIVISION
43	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PARIWISATA BAHARI	MARINE TOURISM
44	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PEMANDU PARIWISATA	TOUR GUIDING
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PENGELOLAAN USAHA REKREASI	SPORT, RECREATION & LEISURE MANAGEMENT
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PENDIDIKAN BARISTA	BARISTA EDUCATION
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PENERIMAAN TAMU HOTEL	HOTEL RECEPTION
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PENGELOLAAN KONVENSI DAN ACARA	CONVENTION AND EVENT MANAGEMENT
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PARIWISATA	TOURISM
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PERENCANAAN DAN PENGEMBANGAN PARIWISATA	TOURISM PLANNING AND DEVELOPMENT
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PERHOTELAN	HOTEL OPERATIONS
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PERJALANAN WISATA	TOUR AND TRAVEL OPERATIONS
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	PENGELOLAAN PERHOTELAN	HOTEL MANAGEMENT
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	TATA HIDANG	FOOD AND BEVERAGE SERVICE
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	SENI KULINER	CULINARY ARTS
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	USAHA PERJALANAN WISATA	TOUR AND TRAVEL BUSINESS
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	EKOWISATA	ECOTOURISM
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PARIWISATA-PARIWISATA	TOURISM-TOURISM	DESTINASI PARIWISATA	TOURISM DESTINATION
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN VOKASIONAL SENI KULINER	CULINARY ARTS VOCATIONAL EDUCATION
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN NONFORMAL ATAU PENDIDIKAN MASYARAKAT	NON-FORMAL EDUCATION OR COMMUNITY EDUCATION
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN PROFESI GURU (PPG)	TEACHER PROFESSION EDUCATION (TPE)
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN SEJARAH	HISTORY EDUCATION
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN MATEMATIKA	MATHEMATICS EDUCATION
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN LINGKUNGAN	ENVIRONMENTAL EDUCATION
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN MUSIK	MUSIC EDUCATION
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN SENI PERTUNJUKAN	PERFORMING ARTS EDUCATION
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN	PANCASILA AND CIVICS EDUCATION
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	PENDIDIKAN-PENDIDIKAN	EDUCATION-EDUCATION	PENDIDIKAN SASTRA INDONESIA	INDONESIA LITERATURE EDUCATION
